Keyword,Score
야도란,0.3
궁예,0.3
홍대,0.3
북한,0.3
럭키,0.3
일곱,0.3
은근,0.3
프로그램,0.3
링크,0.3
착용,0.3
화정,0.3
유튜브,0.3
가사,0.3
지드래곤,0.3
대구,0.3
짝퉁,0.3
유튜버,0.3
재밋는데,0.3
구분,0.3
디바,0.3
메모리,0.3
해조,0.3
보컬,0.3
기존,0.3
업자,0.3
보문산,0.3
이동욱,0.3
똑쪽,0.3
반드시,0.3
기승,0.3
비록,0.3
비트코인,0.3
수다,0.3
거임,0.3
재연,0.3
한혜진,0.3
시점,0.3
얼마,0.3
순차,0.3
배길수,0.3
가짜,0.3
왜울,0.3
누가,0.3
도움,0.3
준빈,0.3
손금,0.3
위태,0.3
가면,0.3
호철,0.3
세지면,0.3
검색,0.3
계기,0.3
스타트업,0.3
신봉,0.3
버전,0.3
안녕하십니까,0.3
재우,0.3
유타,0.3
살롱,0.3
오목,0.3
멤버,0.3
메아리,0.3
퇴물흥,0.3
엑스,0.3
세번,0.3
센터,0.3
신경안,0.3
기개,0.3
통째,0.3
연우,0.3
흑화,0.3
개인,0.3
섭외,0.3
비행기,0.3
콜라보,0.3
명예,0.3
의지,0.3
부문,0.3
홍채,0.3
끼니,0.3
휴가,0.3
라인,0.3
맥여줫,0.3
리스크,0.3
남친,0.3
육개장,0.3
생전,0.3
당황,0.3
쇼츠,0.3
오디오,0.3
재형,0.3
리지,0.3
만하,0.3
한적,0.3
프렌즈,0.3
트랙,0.3
기기,0.3
크로와상,0.3
대요,0.3
최선,0.3
악덕,0.3
서치,0.3
이전,0.3
고삼,0.3
화질,0.3
디저트,0.3
발돋움,0.3
물맛,0.3
소신,0.3
재회,0.3
티비,0.3
쟁여놓,0.3
선공,0.3
러브,0.3
탈의실,0.3
아성,0.3
몰락,0.3
대응,0.3
뚜빈,0.3
바퀴,0.3
저번,0.3
폭발,0.3
당장,0.3
참치,0.3
원툴,0.3
기름,0.3
파이팅,0.3
초콜릿,0.3
수고,0.3
예상,0.3
주차장,0.3
탄핵,0.3
공조,0.3
정호,0.3
정성,0.3
날짜,0.3
가입,0.3
그때,0.3
조리,0.3
경기,0.3
메뉴,0.3
안녕,0.3
유심,0.3
자컨,0.3
활동,0.3
오래오래,0.3
김건희,0.3
음질,0.3
한편,0.3
헤메,0.3
강좌,0.3
절친,0.3
드네,0.3
옭옭,0.3
추락,0.3
이도,0.3
동국,0.3
은병,0.3
컨디션,0.3
퇴근,0.3
출신,0.3
완료,0.3
요거트,0.3
성취,0.3
다른 가수,0.2662587608120961
커피 머신,0.23308638934360493
